image_path,label
../data/train/images/image_666.png,[1. 0.]
../data/train/images/image_667.png,[1. 0.]
../data/train/images/image_668.png,[1. 0.]
../data/train/images/image_669.png,[0. 1.]
../data/train/images/image_670.png,[1. 0.]
../data/train/images/image_671.png,[1. 0.]
../data/train/images/image_672.png,[1. 0.]
../data/train/images/image_673.png,[0. 1.]
../data/train/images/image_674.png,[0. 1.]
../data/train/images/image_675.png,[0. 1.]
../data/train/images/image_676.png,[0. 1.]
../data/train/images/image_677.png,[1. 0.]
../data/train/images/image_678.png,[0. 1.]
../data/train/images/image_679.png,[0. 1.]
../data/train/images/image_680.png,[1. 0.]
../data/train/images/image_681.png,[1. 0.]
../data/train/images/image_682.png,[0. 1.]
../data/train/images/image_683.png,[1. 0.]
../data/train/images/image_684.png,[0. 1.]
../data/train/images/image_685.png,[0. 1.]
../data/train/images/image_686.png,[1. 0.]
../data/train/images/image_687.png,[1. 0.]
../data/train/images/image_688.png,[1. 0.]
../data/train/images/image_689.png,[1. 0.]
../data/train/images/image_690.png,[1. 0.]
../data/train/images/image_691.png,[0. 1.]
../data/train/images/image_692.png,[0. 1.]
../data/train/images/image_693.png,[0. 1.]
../data/train/images/image_694.png,[1. 0.]
../data/train/images/image_695.png,[1. 0.]
../data/train/images/image_696.png,[1. 0.]
../data/train/images/image_697.png,[1. 0.]
../data/train/images/image_698.png,[0. 1.]
../data/train/images/image_699.png,[1. 0.]
../data/train/images/image_700.png,[0. 1.]
../data/train/images/image_701.png,[0. 1.]
../data/train/images/image_702.png,[0. 1.]
../data/train/images/image_703.png,[1. 0.]
../data/train/images/image_704.png,[0. 1.]
../data/train/images/image_705.png,[1. 0.]
../data/train/images/image_706.png,[1. 0.]
../data/train/images/image_707.png,[0. 1.]
../data/train/images/image_708.png,[0. 1.]
../data/train/images/image_709.png,[1. 0.]
../data/train/images/image_710.png,[0. 1.]
../data/train/images/image_711.png,[1. 0.]
../data/train/images/image_712.png,[1. 0.]
../data/train/images/image_713.png,[0. 1.]
../data/train/images/image_714.png,[1. 0.]
../data/train/images/image_715.png,[0. 1.]
../data/train/images/image_716.png,[0. 1.]
../data/train/images/image_717.png,[1. 0.]
../data/train/images/image_718.png,[1. 0.]
../data/train/images/image_719.png,[0. 1.]
../data/train/images/image_720.png,[1. 0.]
../data/train/images/image_721.png,[1. 0.]
../data/train/images/image_722.png,[1. 0.]
../data/train/images/image_723.png,[0. 1.]
../data/train/images/image_724.png,[0. 1.]
../data/train/images/image_725.png,[0. 1.]
../data/train/images/image_726.png,[1. 0.]
../data/train/images/image_727.png,[1. 0.]
../data/train/images/image_728.png,[1. 0.]
../data/train/images/image_729.png,[0. 1.]
../data/train/images/image_730.png,[0. 1.]
../data/train/images/image_731.png,[1. 0.]
../data/train/images/image_732.png,[0. 1.]
../data/train/images/image_733.png,[1. 0.]
../data/train/images/image_734.png,[0. 1.]
../data/train/images/image_735.png,[1. 0.]
../data/train/images/image_736.png,[1. 0.]
../data/train/images/image_737.png,[1. 0.]
../data/train/images/image_738.png,[0. 1.]
../data/train/images/image_739.png,[0. 1.]
../data/train/images/image_740.png,[0. 1.]
../data/train/images/image_741.png,[0. 1.]
../data/train/images/image_742.png,[0. 1.]
../data/train/images/image_743.png,[1. 0.]
../data/train/images/image_744.png,[0. 1.]
../data/train/images/image_745.png,[0. 1.]
../data/train/images/image_746.png,[1. 0.]
../data/train/images/image_747.png,[0. 1.]
../data/train/images/image_748.png,[1. 0.]
../data/train/images/image_749.png,[0. 1.]
../data/train/images/image_750.png,[1. 0.]
../data/train/images/image_751.png,[1. 0.]
../data/train/images/image_752.png,[0. 1.]
../data/train/images/image_753.png,[0. 1.]
../data/train/images/image_754.png,[1. 0.]
../data/train/images/image_755.png,[0. 1.]
../data/train/images/image_756.png,[1. 0.]
../data/train/images/image_757.png,[1. 0.]
../data/train/images/image_758.png,[1. 0.]
../data/train/images/image_759.png,[1. 0.]
../data/train/images/image_760.png,[1. 0.]
../data/train/images/image_761.png,[0. 1.]
../data/train/images/image_762.png,[0. 1.]
../data/train/images/image_763.png,[1. 0.]
../data/train/images/image_764.png,[0. 1.]
../data/train/images/image_765.png,[1. 0.]
../data/train/images/image_766.png,[1. 0.]
../data/train/images/image_767.png,[0. 1.]
../data/train/images/image_768.png,[1. 0.]
../data/train/images/image_769.png,[1. 0.]
../data/train/images/image_770.png,[0. 1.]
../data/train/images/image_771.png,[1. 0.]
../data/train/images/image_772.png,[1. 0.]
../data/train/images/image_773.png,[0. 1.]
../data/train/images/image_774.png,[0. 1.]
../data/train/images/image_775.png,[0. 1.]
../data/train/images/image_776.png,[1. 0.]
../data/train/images/image_777.png,[0. 1.]
../data/train/images/image_778.png,[0. 1.]
../data/train/images/image_779.png,[1. 0.]
../data/train/images/image_780.png,[1. 0.]
../data/train/images/image_781.png,[0. 1.]
../data/train/images/image_782.png,[0. 1.]
../data/train/images/image_783.png,[1. 0.]
../data/train/images/image_784.png,[1. 0.]
../data/train/images/image_785.png,[1. 0.]
../data/train/images/image_786.png,[0. 1.]
../data/train/images/image_787.png,[1. 0.]
../data/train/images/image_788.png,[1. 0.]
../data/train/images/image_789.png,[1. 0.]
../data/train/images/image_790.png,[0. 1.]
../data/train/images/image_791.png,[1. 0.]
../data/train/images/image_792.png,[0. 1.]
../data/train/images/image_793.png,[1. 0.]
../data/train/images/image_794.png,[1. 0.]
../data/train/images/image_795.png,[0. 1.]
../data/train/images/image_796.png,[1. 0.]
../data/train/images/image_797.png,[1. 0.]
../data/train/images/image_798.png,[1. 0.]
../data/train/images/image_799.png,[1. 0.]
../data/train/images/image_800.png,[1. 0.]
../data/train/images/image_801.png,[0. 1.]
../data/train/images/image_802.png,[0. 1.]
../data/train/images/image_803.png,[0. 1.]
../data/train/images/image_804.png,[1. 0.]
../data/train/images/image_805.png,[1. 0.]
../data/train/images/image_806.png,[1. 0.]
../data/train/images/image_807.png,[0. 1.]
../data/train/images/image_808.png,[0. 1.]
../data/train/images/image_809.png,[1. 0.]
../data/train/images/image_810.png,[1. 0.]
../data/train/images/image_811.png,[1. 0.]
../data/train/images/image_812.png,[1. 0.]
../data/train/images/image_813.png,[1. 0.]
../data/train/images/image_814.png,[0. 1.]
../data/train/images/image_815.png,[1. 0.]
../data/train/images/image_816.png,[1. 0.]
../data/train/images/image_817.png,[1. 0.]
../data/train/images/image_818.png,[1. 0.]
../data/train/images/image_819.png,[1. 0.]
../data/train/images/image_820.png,[0. 1.]
../data/train/images/image_821.png,[1. 0.]
../data/train/images/image_822.png,[1. 0.]
../data/train/images/image_823.png,[1. 0.]
../data/train/images/image_824.png,[0. 1.]
../data/train/images/image_825.png,[1. 0.]
../data/train/images/image_826.png,[1. 0.]
../data/train/images/image_827.png,[0. 1.]
../data/train/images/image_828.png,[1. 0.]
../data/train/images/image_829.png,[1. 0.]
../data/train/images/image_830.png,[1. 0.]
../data/train/images/image_831.png,[1. 0.]
../data/train/images/image_832.png,[0. 1.]
../data/train/images/image_833.png,[1. 0.]
../data/train/images/image_834.png,[1. 0.]
../data/train/images/image_835.png,[1. 0.]
../data/train/images/image_836.png,[1. 0.]
../data/train/images/image_837.png,[1. 0.]
../data/train/images/image_838.png,[0. 1.]
../data/train/images/image_839.png,[0. 1.]
../data/train/images/image_840.png,[1. 0.]
../data/train/images/image_841.png,[1. 0.]
../data/train/images/image_842.png,[0. 1.]
../data/train/images/image_843.png,[1. 0.]
../data/train/images/image_844.png,[1. 0.]
../data/train/images/image_845.png,[1. 0.]
../data/train/images/image_846.png,[1. 0.]
../data/train/images/image_847.png,[0. 1.]
../data/train/images/image_848.png,[0. 1.]
../data/train/images/image_849.png,[1. 0.]
../data/train/images/image_850.png,[1. 0.]
../data/train/images/image_851.png,[1. 0.]
../data/train/images/image_852.png,[1. 0.]
../data/train/images/image_853.png,[0. 1.]
../data/train/images/image_854.png,[0. 1.]
../data/train/images/image_855.png,[1. 0.]
../data/train/images/image_856.png,[0. 1.]
../data/train/images/image_857.png,[1. 0.]
../data/train/images/image_858.png,[1. 0.]
../data/train/images/image_859.png,[1. 0.]
../data/train/images/image_860.png,[0. 1.]
../data/train/images/image_861.png,[0. 1.]
../data/train/images/image_862.png,[1. 0.]
../data/train/images/image_863.png,[1. 0.]
../data/train/images/image_864.png,[0. 1.]
../data/train/images/image_865.png,[1. 0.]
../data/train/images/image_866.png,[1. 0.]
../data/train/images/image_867.png,[0. 1.]
../data/train/images/image_868.png,[0. 1.]
../data/train/images/image_869.png,[0. 1.]
../data/train/images/image_870.png,[0. 1.]
../data/train/images/image_871.png,[0. 1.]
../data/train/images/image_872.png,[1. 0.]
../data/train/images/image_873.png,[1. 0.]
../data/train/images/image_874.png,[1. 0.]
../data/train/images/image_875.png,[1. 0.]
../data/train/images/image_876.png,[0. 1.]
../data/train/images/image_877.png,[1. 0.]
../data/train/images/image_878.png,[1. 0.]
../data/train/images/image_879.png,[1. 0.]
../data/train/images/image_880.png,[0. 1.]
../data/train/images/image_881.png,[0. 1.]
../data/train/images/image_882.png,[1. 0.]
../data/train/images/image_883.png,[0. 1.]
../data/train/images/image_884.png,[0. 1.]
../data/train/images/image_885.png,[0. 1.]
../data/train/images/image_886.png,[0. 1.]
../data/train/images/image_887.png,[1. 0.]
../data/train/images/image_888.png,[1. 0.]
../data/train/images/image_889.png,[1. 0.]
../data/train/images/image_890.png,[0. 1.]
../data/train/images/image_891.png,[1. 0.]
../data/train/images/image_892.png,[1. 0.]
../data/train/images/image_893.png,[1. 0.]
../data/train/images/image_894.png,[0. 1.]
../data/train/images/image_895.png,[1. 0.]
../data/train/images/image_896.png,[1. 0.]
../data/train/images/image_897.png,[0. 1.]
../data/train/images/image_898.png,[1. 0.]
../data/train/images/image_899.png,[1. 0.]
../data/train/images/image_900.png,[0. 1.]
../data/train/images/image_901.png,[1. 0.]
../data/train/images/image_902.png,[0. 1.]
../data/train/images/image_903.png,[1. 0.]
../data/train/images/image_904.png,[1. 0.]
../data/train/images/image_905.png,[1. 0.]
../data/train/images/image_906.png,[1. 0.]
../data/train/images/image_907.png,[0. 1.]
../data/train/images/image_908.png,[0. 1.]
../data/train/images/image_909.png,[0. 1.]
../data/train/images/image_910.png,[1. 0.]
../data/train/images/image_911.png,[1. 0.]
../data/train/images/image_912.png,[1. 0.]
../data/train/images/image_913.png,[1. 0.]
../data/train/images/image_914.png,[1. 0.]
../data/train/images/image_915.png,[0. 1.]
../data/train/images/image_916.png,[1. 0.]
../data/train/images/image_917.png,[0. 1.]
../data/train/images/image_918.png,[0. 1.]
../data/train/images/image_919.png,[0. 1.]
../data/train/images/image_920.png,[1. 0.]
../data/train/images/image_921.png,[0. 1.]
../data/train/images/image_922.png,[0. 1.]
../data/train/images/image_923.png,[0. 1.]
../data/train/images/image_924.png,[1. 0.]
../data/train/images/image_925.png,[1. 0.]
../data/train/images/image_926.png,[1. 0.]
../data/train/images/image_927.png,[0. 1.]
../data/train/images/image_928.png,[0. 1.]
../data/train/images/image_929.png,[1. 0.]
../data/train/images/image_930.png,[0. 1.]
../data/train/images/image_931.png,[0. 1.]
../data/train/images/image_932.png,[0. 1.]
../data/train/images/image_933.png,[0. 1.]
../data/train/images/image_934.png,[1. 0.]
../data/train/images/image_935.png,[0. 1.]
../data/train/images/image_936.png,[0. 1.]
../data/train/images/image_937.png,[0. 1.]
../data/train/images/image_938.png,[1. 0.]
../data/train/images/image_939.png,[0. 1.]
../data/train/images/image_940.png,[1. 0.]
../data/train/images/image_941.png,[1. 0.]
../data/train/images/image_942.png,[1. 0.]
../data/train/images/image_943.png,[1. 0.]
../data/train/images/image_944.png,[1. 0.]
../data/train/images/image_945.png,[1. 0.]
../data/train/images/image_946.png,[1. 0.]
../data/train/images/image_947.png,[1. 0.]
../data/train/images/image_948.png,[1. 0.]
../data/train/images/image_949.png,[1. 0.]
../data/train/images/image_950.png,[0. 1.]
../data/train/images/image_951.png,[0. 1.]
../data/train/images/image_952.png,[1. 0.]
../data/train/images/image_953.png,[1. 0.]
../data/train/images/image_954.png,[0. 1.]
../data/train/images/image_955.png,[1. 0.]
../data/train/images/image_956.png,[0. 1.]
../data/train/images/image_957.png,[1. 0.]
../data/train/images/image_958.png,[1. 0.]
../data/train/images/image_959.png,[1. 0.]
../data/train/images/image_960.png,[0. 1.]
../data/train/images/image_961.png,[1. 0.]
../data/train/images/image_962.png,[0. 1.]
../data/train/images/image_963.png,[0. 1.]
../data/train/images/image_964.png,[1. 0.]
../data/train/images/image_965.png,[0. 1.]
../data/train/images/image_966.png,[1. 0.]
../data/train/images/image_967.png,[0. 1.]
../data/train/images/image_968.png,[0. 1.]
../data/train/images/image_969.png,[0. 1.]
../data/train/images/image_970.png,[1. 0.]
../data/train/images/image_971.png,[1. 0.]
../data/train/images/image_972.png,[1. 0.]
../data/train/images/image_973.png,[1. 0.]
../data/train/images/image_974.png,[1. 0.]
../data/train/images/image_975.png,[1. 0.]
../data/train/images/image_976.png,[1. 0.]
../data/train/images/image_977.png,[0. 1.]
../data/train/images/image_978.png,[0. 1.]
../data/train/images/image_979.png,[1. 0.]
../data/train/images/image_980.png,[1. 0.]
../data/train/images/image_981.png,[0. 1.]
../data/train/images/image_982.png,[1. 0.]
../data/train/images/image_983.png,[1. 0.]
../data/train/images/image_984.png,[0. 1.]
../data/train/images/image_985.png,[0. 1.]
../data/train/images/image_986.png,[1. 0.]
../data/train/images/image_987.png,[1. 0.]
../data/train/images/image_988.png,[0. 1.]
../data/train/images/image_989.png,[1. 0.]
../data/train/images/image_990.png,[1. 0.]
../data/train/images/image_991.png,[1. 0.]
../data/train/images/image_992.png,[0. 1.]
../data/train/images/image_993.png,[1. 0.]
../data/train/images/image_994.png,[0. 1.]
../data/train/images/image_995.png,[0. 1.]
../data/train/images/image_996.png,[0. 1.]
../data/train/images/image_997.png,[1. 0.]
../data/train/images/image_998.png,[1. 0.]
../data/train/images/image_999.png,[0. 1.]
../data/train/images/image_1000.png,[0. 1.]
../data/train/images/image_1001.png,[1. 0.]
../data/train/images/image_1002.png,[0. 1.]
../data/train/images/image_1003.png,[1. 0.]
../data/train/images/image_1004.png,[1. 0.]
../data/train/images/image_1005.png,[1. 0.]
../data/train/images/image_1006.png,[1. 0.]
../data/train/images/image_1007.png,[0. 1.]
../data/train/images/image_1008.png,[1. 0.]
../data/train/images/image_1009.png,[1. 0.]
../data/train/images/image_1010.png,[0. 1.]
../data/train/images/image_1011.png,[0. 1.]
../data/train/images/image_1012.png,[1. 0.]
../data/train/images/image_1013.png,[1. 0.]
../data/train/images/image_1014.png,[1. 0.]
../data/train/images/image_1015.png,[0. 1.]
../data/train/images/image_1016.png,[0. 1.]
../data/train/images/image_1017.png,[0. 1.]
../data/train/images/image_1018.png,[1. 0.]
../data/train/images/image_1019.png,[0. 1.]
../data/train/images/image_1020.png,[1. 0.]
../data/train/images/image_1021.png,[0. 1.]
../data/train/images/image_1022.png,[0. 1.]
../data/train/images/image_1023.png,[1. 0.]
../data/train/images/image_1024.png,[1. 0.]
../data/train/images/image_1025.png,[1. 0.]
../data/train/images/image_1026.png,[0. 1.]
../data/train/images/image_1027.png,[0. 1.]
../data/train/images/image_1028.png,[1. 0.]
../data/train/images/image_1029.png,[1. 0.]
../data/train/images/image_1030.png,[0. 1.]
../data/train/images/image_1031.png,[1. 0.]
../data/train/images/image_1032.png,[1. 0.]
../data/train/images/image_1033.png,[0. 1.]
../data/train/images/image_1034.png,[0. 1.]
../data/train/images/image_1035.png,[1. 0.]
../data/train/images/image_1036.png,[0. 1.]
../data/train/images/image_1037.png,[1. 0.]
../data/train/images/image_1038.png,[0. 1.]
../data/train/images/image_1039.png,[1. 0.]
../data/train/images/image_1040.png,[1. 0.]
../data/train/images/image_1041.png,[0. 1.]
../data/train/images/image_1042.png,[1. 0.]
../data/train/images/image_1043.png,[0. 1.]
../data/train/images/image_1044.png,[0. 1.]
../data/train/images/image_1045.png,[0. 1.]
../data/train/images/image_1046.png,[1. 0.]
../data/train/images/image_1047.png,[1. 0.]
../data/train/images/image_1048.png,[0. 1.]
../data/train/images/image_1049.png,[0. 1.]
../data/train/images/image_1050.png,[1. 0.]
../data/train/images/image_1051.png,[1. 0.]
../data/train/images/image_1052.png,[1. 0.]
../data/train/images/image_1053.png,[0. 1.]
../data/train/images/image_1054.png,[0. 1.]
../data/train/images/image_1055.png,[0. 1.]
../data/train/images/image_1056.png,[1. 0.]
../data/train/images/image_1057.png,[1. 0.]
../data/train/images/image_1058.png,[0. 1.]
../data/train/images/image_1059.png,[1. 0.]
../data/train/images/image_1060.png,[0. 1.]
../data/train/images/image_1061.png,[1. 0.]
../data/train/images/image_1062.png,[0. 1.]
../data/train/images/image_1063.png,[0. 1.]
../data/train/images/image_1064.png,[0. 1.]
../data/train/images/image_1065.png,[1. 0.]
../data/train/images/image_1066.png,[1. 0.]
../data/train/images/image_1067.png,[1. 0.]
../data/train/images/image_1068.png,[1. 0.]
../data/train/images/image_1069.png,[0. 1.]
../data/train/images/image_1070.png,[1. 0.]
../data/train/images/image_1071.png,[1. 0.]
../data/train/images/image_1072.png,[0. 1.]
../data/train/images/image_1073.png,[0. 1.]
../data/train/images/image_1074.png,[0. 1.]
../data/train/images/image_1075.png,[1. 0.]
../data/train/images/image_1076.png,[0. 1.]
../data/train/images/image_1077.png,[1. 0.]
../data/train/images/image_1078.png,[1. 0.]
../data/train/images/image_1079.png,[1. 0.]
../data/train/images/image_1080.png,[1. 0.]
../data/train/images/image_1081.png,[0. 1.]
../data/train/images/image_1082.png,[0. 1.]
../data/train/images/image_1083.png,[0. 1.]
../data/train/images/image_1084.png,[0. 1.]
../data/train/images/image_1085.png,[1. 0.]
../data/train/images/image_1086.png,[1. 0.]
../data/train/images/image_1087.png,[0. 1.]
../data/train/images/image_1088.png,[1. 0.]
../data/train/images/image_1089.png,[1. 0.]
../data/train/images/image_1090.png,[0. 1.]
../data/train/images/image_1091.png,[1. 0.]
../data/train/images/image_1092.png,[1. 0.]
../data/train/images/image_1093.png,[1. 0.]
../data/train/images/image_1094.png,[1. 0.]
../data/train/images/image_1095.png,[1. 0.]
../data/train/images/image_1096.png,[0. 1.]
../data/train/images/image_1097.png,[1. 0.]
../data/train/images/image_1098.png,[0. 1.]
../data/train/images/image_1099.png,[0. 1.]
../data/train/images/image_1100.png,[1. 0.]
../data/train/images/image_1101.png,[0. 1.]
../data/train/images/image_1102.png,[1. 0.]
../data/train/images/image_1103.png,[1. 0.]
../data/train/images/image_1104.png,[0. 1.]
../data/train/images/image_1105.png,[1. 0.]
../data/train/images/image_1106.png,[1. 0.]
../data/train/images/image_1107.png,[0. 1.]
../data/train/images/image_1108.png,[1. 0.]
../data/train/images/image_1109.png,[1. 0.]
../data/train/images/image_1110.png,[0. 1.]
../data/train/images/image_1111.png,[1. 0.]
../data/train/images/image_1112.png,[0. 1.]
../data/train/images/image_1113.png,[1. 0.]
../data/train/images/image_1114.png,[1. 0.]
../data/train/images/image_1115.png,[1. 0.]
../data/train/images/image_1116.png,[0. 1.]
../data/train/images/image_1117.png,[1. 0.]
../data/train/images/image_1118.png,[1. 0.]
../data/train/images/image_1119.png,[1. 0.]
../data/train/images/image_1120.png,[1. 0.]
../data/train/images/image_1121.png,[1. 0.]
../data/train/images/image_1122.png,[0. 1.]
../data/train/images/image_1123.png,[0. 1.]
../data/train/images/image_1124.png,[1. 0.]
../data/train/images/image_1125.png,[0. 1.]
../data/train/images/image_1126.png,[1. 0.]
../data/train/images/image_1127.png,[1. 0.]
../data/train/images/image_1128.png,[1. 0.]
../data/train/images/image_1129.png,[1. 0.]
../data/train/images/image_1130.png,[1. 0.]
../data/train/images/image_1131.png,[0. 1.]
../data/train/images/image_1132.png,[0. 1.]
../data/train/images/image_1133.png,[1. 0.]
../data/train/images/image_1134.png,[1. 0.]
../data/train/images/image_1135.png,[0. 1.]
../data/train/images/image_1136.png,[0. 1.]
../data/train/images/image_1137.png,[0. 1.]
../data/train/images/image_1138.png,[0. 1.]
../data/train/images/image_1139.png,[1. 0.]
../data/train/images/image_1140.png,[1. 0.]
../data/train/images/image_1141.png,[1. 0.]
../data/train/images/image_1142.png,[1. 0.]
../data/train/images/image_1143.png,[1. 0.]
../data/train/images/image_1144.png,[1. 0.]
../data/train/images/image_1145.png,[0. 1.]
../data/train/images/image_1146.png,[0. 1.]
../data/train/images/image_1147.png,[0. 1.]
../data/train/images/image_1148.png,[1. 0.]
../data/train/images/image_1149.png,[1. 0.]
../data/train/images/image_1150.png,[1. 0.]
../data/train/images/image_1151.png,[0. 1.]
../data/train/images/image_1152.png,[1. 0.]
../data/train/images/image_1153.png,[1. 0.]
../data/train/images/image_1154.png,[0. 1.]
../data/train/images/image_1155.png,[1. 0.]
../data/train/images/image_1156.png,[0. 1.]
../data/train/images/image_1157.png,[0. 1.]
../data/train/images/image_1158.png,[1. 0.]
../data/train/images/image_1159.png,[0. 1.]
../data/train/images/image_1160.png,[1. 0.]
../data/train/images/image_1161.png,[0. 1.]
../data/train/images/image_1162.png,[1. 0.]
../data/train/images/image_1163.png,[1. 0.]
../data/train/images/image_1164.png,[0. 1.]
../data/train/images/image_1165.png,[1. 0.]
../data/train/images/image_1166.png,[0. 1.]
../data/train/images/image_1167.png,[1. 0.]
../data/train/images/image_1168.png,[0. 1.]
../data/train/images/image_1169.png,[0. 1.]
../data/train/images/image_1170.png,[1. 0.]
../data/train/images/image_1171.png,[1. 0.]
../data/train/images/image_1172.png,[0. 1.]
../data/train/images/image_1173.png,[0. 1.]
../data/train/images/image_1174.png,[1. 0.]
../data/train/images/image_1175.png,[0. 1.]
../data/train/images/image_1176.png,[0. 1.]
../data/train/images/image_1177.png,[1. 0.]
../data/train/images/image_1178.png,[1. 0.]
../data/train/images/image_1179.png,[1. 0.]
../data/train/images/image_1180.png,[0. 1.]
../data/train/images/image_1181.png,[1. 0.]
../data/train/images/image_1182.png,[0. 1.]
../data/train/images/image_1183.png,[0. 1.]
../data/train/images/image_1184.png,[0. 1.]
../data/train/images/image_1185.png,[1. 0.]
../data/train/images/image_1186.png,[1. 0.]
../data/train/images/image_1187.png,[0. 1.]
../data/train/images/image_1188.png,[1. 0.]
../data/train/images/image_1189.png,[1. 0.]
../data/train/images/image_1190.png,[1. 0.]
../data/train/images/image_1191.png,[1. 0.]
../data/train/images/image_1192.png,[1. 0.]
../data/train/images/image_1193.png,[0. 1.]
../data/train/images/image_1194.png,[0. 1.]
../data/train/images/image_1195.png,[1. 0.]
../data/train/images/image_1196.png,[1. 0.]
../data/train/images/image_1197.png,[0. 1.]
../data/train/images/image_1198.png,[0. 1.]
../data/train/images/image_1199.png,[0. 1.]
../data/train/images/image_1200.png,[0. 1.]
../data/train/images/image_1201.png,[1. 0.]
../data/train/images/image_1202.png,[1. 0.]
../data/train/images/image_1203.png,[1. 0.]
../data/train/images/image_1204.png,[1. 0.]
../data/train/images/image_1205.png,[1. 0.]
../data/train/images/image_1206.png,[0. 1.]
../data/train/images/image_1207.png,[1. 0.]
../data/train/images/image_1208.png,[0. 1.]
../data/train/images/image_1209.png,[0. 1.]
../data/train/images/image_1210.png,[1. 0.]
../data/train/images/image_1211.png,[1. 0.]
../data/train/images/image_1212.png,[0. 1.]
../data/train/images/image_1213.png,[0. 1.]
../data/train/images/image_1214.png,[0. 1.]
../data/train/images/image_1215.png,[1. 0.]
../data/train/images/image_1216.png,[1. 0.]
../data/train/images/image_1217.png,[0. 1.]
../data/train/images/image_1218.png,[1. 0.]
../data/train/images/image_1219.png,[0. 1.]
../data/train/images/image_1220.png,[0. 1.]
../data/train/images/image_1221.png,[1. 0.]
../data/train/images/image_1222.png,[1. 0.]
../data/train/images/image_1223.png,[1. 0.]
../data/train/images/image_1224.png,[0. 1.]
../data/train/images/image_1225.png,[1. 0.]
../data/train/images/image_1226.png,[0. 1.]
../data/train/images/image_1227.png,[0. 1.]
../data/train/images/image_1228.png,[1. 0.]
../data/train/images/image_1229.png,[1. 0.]
../data/train/images/image_1230.png,[0. 1.]
../data/train/images/image_1231.png,[1. 0.]
../data/train/images/image_1232.png,[1. 0.]
../data/train/images/image_1233.png,[0. 1.]
../data/train/images/image_1234.png,[0. 1.]
../data/train/images/image_1235.png,[1. 0.]
../data/train/images/image_1236.png,[0. 1.]
../data/train/images/image_1237.png,[0. 1.]
../data/train/images/image_1238.png,[1. 0.]
../data/train/images/image_1239.png,[1. 0.]
../data/train/images/image_1240.png,[1. 0.]
../data/train/images/image_1241.png,[1. 0.]
../data/train/images/image_1242.png,[0. 1.]
../data/train/images/image_1243.png,[1. 0.]
../data/train/images/image_1244.png,[0. 1.]
../data/train/images/image_1245.png,[1. 0.]
../data/train/images/image_1246.png,[0. 1.]
../data/train/images/image_1247.png,[1. 0.]
../data/train/images/image_1248.png,[1. 0.]
../data/train/images/image_1249.png,[0. 1.]
../data/train/images/image_1250.png,[1. 0.]
../data/train/images/image_1251.png,[0. 1.]
../data/train/images/image_1252.png,[1. 0.]
../data/train/images/image_1253.png,[1. 0.]
../data/train/images/image_1254.png,[0. 1.]
../data/train/images/image_1255.png,[0. 1.]
../data/train/images/image_1256.png,[1. 0.]
../data/train/images/image_1257.png,[0. 1.]
../data/train/images/image_1258.png,[1. 0.]
../data/train/images/image_1259.png,[0. 1.]
../data/train/images/image_1260.png,[0. 1.]
../data/train/images/image_1261.png,[0. 1.]
../data/train/images/image_1262.png,[1. 0.]
../data/train/images/image_1263.png,[1. 0.]
../data/train/images/image_1264.png,[0. 1.]
../data/train/images/image_1265.png,[1. 0.]
../data/train/images/image_1266.png,[1. 0.]
../data/train/images/image_1267.png,[0. 1.]
../data/train/images/image_1268.png,[1. 0.]
../data/train/images/image_1269.png,[1. 0.]
../data/train/images/image_1270.png,[1. 0.]
../data/train/images/image_1271.png,[1. 0.]
../data/train/images/image_1272.png,[0. 1.]
../data/train/images/image_1273.png,[1. 0.]
../data/train/images/image_1274.png,[0. 1.]
../data/train/images/image_1275.png,[0. 1.]
../data/train/images/image_1276.png,[0. 1.]
../data/train/images/image_1277.png,[1. 0.]
../data/train/images/image_1278.png,[0. 1.]
../data/train/images/image_1279.png,[0. 1.]
../data/train/images/image_1280.png,[0. 1.]
../data/train/images/image_1281.png,[0. 1.]
../data/train/images/image_1282.png,[0. 1.]
../data/train/images/image_1283.png,[1. 0.]
../data/train/images/image_1284.png,[1. 0.]
../data/train/images/image_1285.png,[1. 0.]
../data/train/images/image_1286.png,[1. 0.]
../data/train/images/image_1287.png,[1. 0.]
../data/train/images/image_1288.png,[1. 0.]
../data/train/images/image_1289.png,[1. 0.]
../data/train/images/image_1290.png,[0. 1.]
../data/train/images/image_1291.png,[1. 0.]
../data/train/images/image_1292.png,[0. 1.]
../data/train/images/image_1293.png,[0. 1.]
../data/train/images/image_1294.png,[1. 0.]
../data/train/images/image_1295.png,[1. 0.]
../data/train/images/image_1296.png,[1. 0.]
../data/train/images/image_1297.png,[1. 0.]
../data/train/images/image_1298.png,[1. 0.]
../data/train/images/image_1299.png,[1. 0.]
../data/train/images/image_1300.png,[1. 0.]
../data/train/images/image_1301.png,[1. 0.]
../data/train/images/image_1302.png,[0. 1.]
../data/train/images/image_1303.png,[0. 1.]
../data/train/images/image_1304.png,[1. 0.]
../data/train/images/image_1305.png,[0. 1.]
../data/train/images/image_1306.png,[0. 1.]
../data/train/images/image_1307.png,[1. 0.]
../data/train/images/image_1308.png,[0. 1.]
../data/train/images/image_1309.png,[1. 0.]
../data/train/images/image_1310.png,[0. 1.]
../data/train/images/image_1311.png,[0. 1.]
../data/train/images/image_1312.png,[0. 1.]
../data/train/images/image_1313.png,[0. 1.]
../data/train/images/image_1314.png,[0. 1.]
../data/train/images/image_1315.png,[0. 1.]
../data/train/images/image_1316.png,[0. 1.]
